1590166555,138.888889,92520.000000
1590166555,228.610000,122111.161111
1590166555,228.610000,119109.807278
1590166556,228.610000,118800.049613
1590166558,228.610000,116940.723135
1590166559,228.610000,116940.723135
1590166559,228.610000,115700.428830
1590166560,228.610000,115700.428830
1590166560,228.610000,115390.262338
1590166561,228.610000,115080.058681
1590166561,228.610000,114459.539868
1590166562,228.610000,114459.539868
1590166562,228.610000,113838.872392
1590166563,228.610000,113838.872392
1590166564,228.610000,113218.056251
1590166564,228.610000,112907.592432
1590166565,228.610000,112597.091446
1590166565,228.610000,112286.553295
1590166566,228.610000,110733.305048
1590166567,228.610000,109800.910108
1590166568,228.610000,108868.180674
1590166568,228.610000,108557.196531
1590166569,228.610000,108557.196531
1590166569,228.610000,108246.175222
1590166570,228.610000,107624.021105
1590166571,228.610000,107624.021105
1590166573,228.610000,106690.511185
1590166573,228.610000,106379.266880
1590166573,228.610000,106067.985408
1590166576,228.610000,105133.917998
1590166577,228.610000,104822.487863
1590166579,228.610000,104199.516094
1590166580,228.610000,104199.516094
1590166580,228.610000,103576.395662
1590166581,228.610000,103264.779696
1590166582,228.610000,102329.708804
1590166583,228.610000,102329.708804
1590166584,228.610000,102329.708804
1590166585,228.610000,102329.708804
1590166586,228.610000,101706.142380
1590166587,228.610000,101394.303418
1590166588,228.610000,101082.427291
1590166591,228.610000,99210.390041
1590166594,228.610000,97024.655530
1590166597,228.610000,96087.354678
1590166598,228.610000,95149.719332
1590166600,228.610000,94837.099884
1590166603,228.610000,94211.749492
1590166603,228.610000,93899.018546
1590166604,228.610000,93899.018546
1590166607,228.610000,92960.602714
1590166607,228.610000,92647.723105
1590166608,228.610000,92647.723105
1590166609,228.610000,92647.723105
1590166610,228.610000,92647.723105
1590166610,225.964376,92334.806330
1590166611,220.170816,92114.450811
1590166613,205.253612,91475.795685
1590166617,182.705482,90941.630935
1590166617,168.625816,91534.423363
